stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,40.86,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,49.04,0,0,0,0,16.35,61.3,0,0,0,0,0,0,0,0,0,0,0
72hpf,64.19,3.21,0,32.09,533.83,3.21,0,0,0,0,0,0,0,1.07,0,4.28,27.81,2.14,38.51,0,4.28,0,0,57.77,46,1.07,0,145.49,0,0,6.42,0,0,0,0,0
21Day,8.03,0,1.34,6.69,145.9,4.02,0,0,0,0,0,1.34,0,2.68,1.34,2.68,24.09,5.35,14.72,0,0,0,0,6.69,16.06,0,0,20.08,6.69,2.68,2.68,1.34,1.34,0,0,9.37
3Month,0.32,7.68,5.12,54.07,57.27,0,1.28,0.64,7.36,5.44,0,343.95,4.48,1.6,46.39,2.56,17.28,13.12,50.87,27.84,0.96,3.52,5.44,2.56,0.32,6.08,0.32,1.92,4.8,10.88,0.64,0,0.96,4.8,6.72,10.56
22Month,0.55,3.83,4.37,11.48,54.12,0,0.55,0.55,2.73,8.2,3.28,108.78,2.73,4.37,24.05,1.09,7.65,8.75,76.53,14.21,3.83,2.73,0.55,2.73,0.55,4.92,2.19,2.73,1.64,9.84,1.09,0,0.55,2.73,0,4.37
