stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,32.69,4.09,0,0,0,0,0,0,8.17,0,0,0,0,4.09,12.26,16.35,12.26,0,0,0,4.09,8.17,44.95,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,3.21,5.35,0,29.95,1.07,2.14,0,0,0,0,0,0,0,0,1.07,0,4.28,69.54,7.49,14.98,0,1.07,0,0,20.33,10.7,0,0,0,23.54,0,0,1.07,1.07,1.07,0,0,0
21Day,4.02,2.68,1.34,68.27,5.35,22.76,0,2.68,0,0,0,0,1.34,1.34,14.72,1.34,2.68,38.82,10.71,20.08,0,0,2.68,0,4.02,13.39,0,0,0,9.37,4.02,0,1.34,1.34,0,2.68,0,16.06
3Month,0,12.48,2.56,95.02,0.64,0,0.64,0.64,9.28,34.23,0.32,0,50.55,36.15,9.92,22.4,5.76,52.47,39.03,15.04,4.48,0,6.08,3.52,3.2,0.32,3.52,1.28,0,1.92,0.96,5.12,0.96,0.32,0.32,8.64,12.8,34.55
22Month,0,25.69,4.37,49.2,0.55,0,2.19,0.55,4.37,66.15,27.33,0,362.98,19.13,9.84,29.52,0.55,10.93,38.27,24.6,1.09,2.73,2.19,0.55,1.09,1.09,4.92,1.09,1.64,0,1.09,2.73,6.56,0,0.55,3.28,0,7.65
