stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,53.12,0,0,0,0,0,0,0,0,0,0,0,0,4.09,20.43,40.86,0,0,0,4.09,12.26,110.33,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,4.28,0,5.35,17.12,0,0,0,0,0,0,0,0,0,0,0,8.56,0,17.12,0,0,0,0,10.7,11.77,0,0,10.7,0,0,0,0,2.14,0,0,0
21Day,8.03,1.34,0,9.37,57.56,0,20.08,0,0,0,0,1.34,0,2.68,2.68,0,5.35,5.35,9.37,0,0,1.34,0,2.68,8.03,0,0,9.37,0,1.34,2.68,1.34,1.34,0,0,0
3Month,0.32,4.48,5.12,32.95,0,0.96,1.6,0.32,16,9.6,0,165.09,5.44,0.96,79.03,5.12,23.36,13.44,11.84,1.28,0.32,20.48,8,0.64,0.32,2.88,2.24,0.32,5.12,37.75,2.56,0,0,7.36,12.8,4.48
22Month,0.55,6.56,2.73,8.75,0,0,0.55,0,4.92,7.65,2.73,136.12,1.09,1.64,6.56,0.55,2.19,13.12,5.47,0.55,2.73,8.2,0,0,0,0,0.55,0,0,0.55,0.55,0,0,0.55,0,3.28
