stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,4.09,49.04,0,0,0,0,57.21,437.25,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,23.54,3.21,0,18.19,3.21,4.28,0,0,0,0,0,0,0,1.07,0,20.33,18.19,2.14,49.21,0,7.49,2.14,0,172.24,128.37,0,0,0,17.12,4.28,0,14.98,0,0,2.14,0,0,0
21Day,22.76,0,0,38.82,1.34,26.77,0,20.08,0,1.34,0,2.68,0,22.76,2.68,1.34,18.74,14.72,46.85,0,0,8.03,0,40.16,58.9,2.68,2.68,0,25.43,13.39,0,4.02,1.34,4.02,1.34,0,0,2.68
3Month,0.32,0.96,0.64,13.44,0,0,0.32,0.32,0.32,2.56,0,16,0.96,0.96,3.2,0.96,2.56,1.92,3.2,0.64,0.32,0.32,0.96,0.64,0,1.28,0.64,0,0,0.64,15.36,0,0,0,0,0.96,2.56,3.52
22Month,0,1.64,0.55,6.01,0,0,0.55,1.09,1.64,3.83,3.83,93.48,3.28,3.28,10.39,0.55,2.19,7.65,8.75,1.09,3.83,0.55,0,1.09,1.09,2.19,0,0.55,0.55,0.55,10.93,2.19,1.09,0,0,0,0,1.64
