stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,3.21,0,0,0,0,0,1.07,0,0,0,0,0,2.14,0,0,0,0,0,0,0
21Day,2.68,0,0,8.03,0,1.34,0,0,0,0,0,0,0,0,6.69,0,4.02,0,0,0,0,0,0,6.69,2.68,0,0,0,1.34,4.02,22.76,0,0,0,0,1.34
3Month,1.28,2.56,3.2,37.75,0.64,0,0.96,0.64,8.64,14.72,0.32,58.55,20.16,1.92,33.27,4.16,10.88,16.32,17.92,2.88,0.32,5.12,46.39,3.84,0.96,4.8,3.84,0,0.64,21.44,2451.77,2.24,0.32,12.16,760.84,11.2
22Month,0,0.55,0,2.19,0,0,0.55,0,1.64,3.83,0.55,27.33,0,1.09,17.49,0.55,0,2.73,4.37,0,0.55,1.64,0.55,0.55,0,2.19,0.55,68.33,0.55,1.09,395.78,1.09,0,0,1.09,0
