stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,4.09,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,4.09,36.78,0,0,0,0,32.69,903.1,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,27.81,7.49,0,25.67,2.14,16.05,0,0,0,0,0,0,0,0,0,4.28,34.23,6.42,83.44,0,1.07,3.21,0,1866.79,770.25,3.21,17.12,0,60.98,2.14,0,109.12,12.84,8.56,6.42,0,0,0
21Day,10.71,4.02,4.02,20.08,0,20.08,4.02,0,0,1.34,0,2.68,0,8.03,2.68,0,6.69,2.68,62.91,0,0,2.68,0,374.79,176.69,5.35,10.71,0,20.08,18.74,0,33.46,17.4,21.42,1.34,0,0,1.34
3Month,0.32,2.24,0.64,13.44,0,0,0.32,0.64,0.96,1.6,0.32,11.2,0.64,0.64,7.04,1.6,18.24,3.2,15.04,2.88,0,1.6,0.64,13.12,2.56,12.8,37.75,0,1.28,1.92,197.41,3.52,0,0.32,1.28,5.12,6.72,3.84
22Month,1.64,4.92,0,8.75,0,0,0.55,0,0.55,3.28,0.55,24.6,0.55,0.55,0.55,0,2.19,1.09,7.65,1.09,0,1.64,0.55,5.47,1.64,15.85,53.57,0.55,0,0.55,75.44,3.83,10.39,0,0,0,0,1.64
