stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,220.67,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,2.14,1.07,4.28,0,1.07,0,0,418.29,56.7,3.21,2.14,0,4.28,0,0,9.63,0,0,2.14,0,0,0
21Day,2.68,0,0,1.34,1.34,1.34,0,0,0,0,0,0,0,0,0,1.34,1.34,0,0,0,2.68,0,112.44,33.46,0,4.02,0,0,2.68,0,5.35,2.68,4.02,0,0,0,0
3Month,0.32,0.32,0,2.56,0.64,0,0.32,0.64,1.6,0.32,6.08,0.96,0.64,1.6,0.32,0.32,0.96,0.32,0.64,0,0.32,0.64,1.6,0.32,0.64,0,0,0,0.64,50.87,0.32,0,0,0,0.32,23.04,0.64
22Month,0,0,0.55,0,0,0,0,0.55,1.64,1.64,24.6,0,3.28,0.55,0,0.55,3.83,1.09,0,0,1.09,0,0.55,0.55,2.73,0.55,0.55,0,0,19.68,2.19,0,0,0.55,0,0.55,1.64
