stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,28.6,0,0,0,4.09,126.68,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,2.14,0,3.21,0,0,0,0,0,0,0,0,1.07,3.21,0,16.05,0,0,0,173.31,13.91,4.28,3.21,0,20.33,0,1.07,2.14,2.14,1.07,4.28,0,0,0
21Day,5.35,1.34,0,6.69,1.34,5.35,1.34,0,0,0,0,0,2.68,0,0,4.02,0,5.35,0,0,0,117.79,2.68,14.72,0,0,1.34,4.02,0,4.02,0,5.35,5.35,0,0,1.34
3Month,0.32,6.08,0.32,7.36,0,0,0,1.6,0.64,0,6.72,4.16,0,2.56,1.28,2.56,2.56,14.08,4.8,0.64,0.64,26.24,0,48.31,0.64,0,0,1.6,18.56,2.24,0.32,0,1.28,0.64,0.64,0.96
22Month,0,1.64,0,4.37,0,0,0,0.55,0.55,1.09,24.6,0.55,0.55,3.28,0,0,1.09,8.2,0,1.09,0,21.32,0,44.28,0,4.37,0,0,31.16,6.56,0,0,0.55,1.09,0,0.55
