stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,32.69,0,0,0,0,0,0,0,0,0,0,4.09,0,187.97,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,4.28,0,32.09,2.14,0,0,0,6.42,0,0,0,13.91,0,3.21,55.63,24.61,1.07,0,0,0,0,10.7,2.14,0,0,0,4.28,0,0,0,2.14,0,0,0,0,0,0
21Day,6.69,0,0,46.85,12.05,0,5.35,0,13.39,0,4.02,4.02,73.62,0,1.34,20.08,36.14,8.03,0,0,0,0,2.68,2.68,0,0,0,4.02,10.71,0,1.34,0,0,2.68,0,0,0,24.09
3Month,0.32,5.76,1.28,282.2,0,1.92,2.88,9.92,290.19,0,29.44,398.02,51.19,34.87,9.92,188.45,338.83,12.48,0.64,0.32,3.2,1.92,1.28,0.32,1.92,1.28,0,0.32,5.44,0.96,8,0.96,0,0,0.32,8,7.68,87.67
22Month,0,10.39,2.73,83.09,0,2.19,7.11,2.73,564.15,0.55,59.04,409.99,144.32,23.51,0.55,51.93,407.26,15.85,0.55,2.73,1.64,0,1.64,0,0.55,2.73,2.19,1.09,1.09,0,8.75,0.55,1.09,0,1.09,1.09,0,44.28
