stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,20.43,0,0,0,0,0,4.09,0,0,0
72hpf,2.14,0,0,26.74,3.21,0,0,0,0,0,0,0,0,0,0,0,0,14.98,0,7.49,0,5.35,3.21,0,0,0,73.82,0,0,0,1.07,0,2.14,0,0,0
21Day,1.34,0,0,8.03,4.02,2.68,0,0,0,0,0,0,1.34,0,1.34,2.68,1.34,60.23,0,32.12,0,2.68,2.68,0,0,0,29.45,6.69,0,0,0,1.34,0,0,0,1.34
3Month,0,0.64,0.32,8.64,2.56,0,0.32,0.64,3.52,0.32,7.36,0.96,1.28,2.88,4.8,2.88,5.12,42.87,48.95,2.24,1.92,1.92,0.32,1.28,0.32,0,0.96,0,20.48,0,0,0,0.64,0.64,6.72,0.96
22Month,0,1.64,0,2.19,1.09,0,0.55,1.64,1.64,0,18.04,0,0,1.09,1.64,1.64,1.64,22.96,2.73,1.09,0,1.09,0,0,0,0.55,0,0,3.28,0.55,0,0,0,0.55,0,1.64
