stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,65.38,12.26,0,69.47,4.09,4.09,0,16.35,0,28.6,0,12.26,0,0,8.17,0,4.09,20.43,1442.5,200.23,0,0,0,0,89.9,9410.99,0,0,0,8.17,0,0,0,0,0,4.09,0,0,0
72hpf,2.14,1.07,0,1.07,3.21,13.91,0,0,0,31.02,0,0,0,0,2.14,0,2.14,3.21,21.4,14.98,0,0,1.07,0,118.75,133.72,2.14,1.07,0,22.47,0,0,1.07,68.47,0,21.4,0,0,0
21Day,5.35,0,0,2.68,0,2.68,0,0,0,28.11,0,0,2.68,13.39,8.03,0,0,2.68,37.48,10.71,0,0,8.03,0,8.03,5.35,0,1.34,0,1.34,6.69,0,2.68,4.02,0,0,0,0,0
3Month,0.32,0.96,0,5.76,0,0,0.32,0,0.96,152.94,0,0,66.55,162.53,0.96,4.48,0.96,3.2,39.03,1.6,0.64,0,1.28,0.64,0.32,0.32,0.64,0.64,0,0,3.84,0.96,11.52,0.96,0,0,1.28,2.24,2.56
22Month,1.09,2.73,1.09,4.37,0,0,3.28,0,0.55,411.63,1.09,0,643.96,119.17,8.2,8.2,0,0.55,84.18,4.92,0,17.49,3.28,0,0,0,0,0.55,0.55,0.55,0.55,0,28.97,3.28,1.09,0,0,0,0.55
