stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,89.9,4.09,0,28.6,0,0,0,0,0,0,0,4.09,0,0,0,0,8.17,8.17,4.09,28.6,0,0,0,0,122.59,155.28,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,68.47,2.14,0,42.79,11.77,35.3,0,0,0,0,0,0,0,0,1.07,1.07,7.49,78.09,10.7,83.44,0,9.63,0,0,4166.84,197.91,22.47,3.21,0,59.91,1.07,1.07,25.67,2.14,3.21,5.35,0,0,0
21Day,17.4,1.34,1.34,64.25,9.37,24.09,0,0,0,0,0,0,9.37,1.34,5.35,0,5.35,14.72,5.35,44.17,0,0,13.39,0,1060.12,68.27,2.68,2.68,0,20.08,32.12,0,25.43,6.69,6.69,2.68,1.34,0,12.05
3Month,1.92,0.96,1.92,62.39,0.96,0,0.64,0,0.32,1.6,0,0,12.16,2.56,1.28,6.72,21.12,4.16,8.64,29.12,8.32,0,5.76,0.64,26.24,3.2,25.6,16.32,0,0,3.52,31.36,8.64,1.6,0,7.36,10.56,81.91,21.76
22Month,0.55,2.19,0.55,45.37,0,0,0.55,0.55,0,4.37,2.73,0,54.12,0.55,1.09,5.47,10.93,2.73,6.01,70.52,0.55,3.83,0.55,0,45.92,1.09,29.52,1.64,0.55,0,0.55,43.73,50.84,2.19,0,8.2,14.76,0.55,1.64
