stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,40.86,0,0,0,0,8.17,310.57,0,0,12.26,0,0,0,0,0,0,0
72hpf,11.77,6.42,0,9.63,4.28,3.21,0,1.07,0,0,0,1.07,0,0,4.28,0,10.7,17.12,3.21,28.88,0,2.14,2.14,0,35.3,178.66,0,0,24.61,1.07,2.14,6.42,1.07,0,0,1.07
21Day,14.72,0,1.34,34.8,2.68,33.46,0,12.05,0,2.68,1.34,0,1.34,0,42.83,0,1.34,5.35,5.35,42.83,0,1.34,6.69,0,16.06,68.27,0,0,12.05,5.35,6.69,9.37,0,0,0,20.08
3Month,0,1.28,0.32,20.48,0.64,0,0.32,1.6,2.56,10.56,0,0,13.44,6.72,1.92,3.84,1.28,3.2,7.04,5.76,0.96,0,0.96,0.96,1.92,0.96,0.64,0.32,0.32,1.92,48.63,0.64,0.32,2.24,32.95,15.36
22Month,0,4.37,0,14.76,0,0,3.28,1.64,2.73,18.59,2.73,0,74.89,6.01,8.75,14.21,1.64,3.28,15.31,13.12,0.55,3.83,0.55,0,1.64,1.09,1.64,1.09,0.55,0.55,6.56,1.09,0,0.55,0.55,4.37
