stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1201.4,4.09,77.64,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1498.78,2.14,6.42,2.14,5.35,1.07,0,0,0,0,0,0,0,5.35,12.84,2.14,11.77,0,0,0,72.75,44.93,1.07,1.07,11.77,0,0,4.28,0,3.21,1.07,0,0,0
21Day,370.77,1.34,21.42,1.34,8.03,0,0,1.34,0,1.34,0,6.69,4.02,0,4.02,4.02,30.79,0,4.02,0,17.4,6.69,2.68,0,9.37,2.68,0,1.34,1.34,2.68,1.34,0,0,1.34
3Month,71.99,0.64,2.88,0,0,0,0.64,0.64,0,5.76,2.24,0,2.88,0.64,1.6,1.92,2.56,0.32,0,1.6,0.32,0,0.32,0,0,0.32,2.56,0.64,0,0,0,1.6,1.6,0.96
22Month,5.47,0.55,1.64,0,0,0,0,4.37,1.09,9.84,1.64,0,2.19,0.55,0,6.56,0,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0.55
