stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,57.21,0,0,0,0,4.09,85.81,0,0,0,8.17,0,0,0,0,0,0,0
72hpf,1.07,0,0,5.35,1.07,0,0,0,0,0,0,0,0,1.07,32.09,0,53.49,0,0,1.07,0,16.05,7.49,0,0,0,75.96,0,0,1.07,8.56,0,0,0
21Day,5.35,1.34,0,41.49,4.02,0,2.68,0,1.34,0,0,1.34,0,0,4.02,0,70.94,0,0,1.34,0,8.03,8.03,2.68,0,0,44.17,0,0,1.34,5.35,1.34,0,0
3Month,0,1.28,0.32,95.34,0,0.32,0.32,1.92,5.12,15.68,1.28,0.64,4.8,2.24,4.48,1.28,20.8,3.52,0,0.96,0.32,0.64,0,0.32,0.32,0,0.64,0.96,6.72,0,0.32,56.63,2.88,5.12
22Month,0,0.55,0.55,33.89,0,0.55,0,1.09,3.28,49.2,1.64,2.19,3.28,0,2.19,2.19,5.47,0,1.09,0,0,0,0,1.09,0.55,1.09,0,0,1.64,1.09,0,3.83,0,2.73
