stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,6.42,0,0,0,1.07,0,0,0,2.14,2.14,0,0,0,0,0,0,0,0
21Day,6.69,2.68,4.02,22.76,12.05,0,2.68,0,1.34,0,0,206.13,1.34,8.03,17.4,4.02,12.05,4.02,32.12,0,1.34,2.68,1.34,21.42,9.37,0,2.68,0,10.71,13.39,0,2.68,1.34,0,0,0,0,2.68
3Month,1.28,6.72,21.44,72.95,0,10.56,1.28,0.32,18.56,23.36,0.64,5578,28.8,2.56,191.65,16.32,25.28,22.4,32.95,7.68,2.88,14.08,14.08,4.16,0.96,4.8,7.36,0,0.64,76.15,0.96,17.6,1.92,0,0,13.12,9.92,16.64
22Month,5.47,20.23,19.13,45.37,0,22.41,0.55,0,8.75,31.16,12.03,12151.04,18.59,3.28,277.7,3.28,5.47,21.32,41,0.55,135.57,11.48,0.55,3.28,0,3.28,17.49,14.76,1.09,12.57,0,8.2,3.28,6.01,0.55,1.64,0.55,14.21
