stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,12.26,0,53.12,0,0,0,0,0,0,0,0,0,0,0,4.09,0,16.35,49.04,0,0,0,0,20.43,286.05,0,0,0,20.43,0,0,0,0,0,0,0,0,0
72hpf,5.35,4.28,0,16.05,4.28,0,0,0,0,0,0,0,0,1.07,0,6.42,23.54,2.14,42.79,0,3.21,1.07,0,194.7,94.14,1.07,5.35,0,35.3,1.07,0,17.12,0,0,2.14,0,0,0
21Day,4.02,5.35,0,54.88,5.35,0,2.68,0,0,0,0,4.02,0,6.69,1.34,4.02,14.72,6.69,53.54,0,0,5.35,0,66.93,22.76,1.34,6.69,0,32.12,2.68,0,4.02,4.02,2.68,1.34,0,0,2.68
3Month,0,1.28,0.32,30.08,0,1.92,0,0.32,1.6,7.68,0,119.66,3.84,0.32,11.84,0.96,4.8,7.68,11.52,1.92,0,1.28,3.84,0.32,0.64,1.6,1.28,0,0.32,1.6,1.92,0,0,0,0,2.56,1.28,2.24
22Month,0,0.55,0.55,22.41,0,0,0.55,0,0.55,13.12,0.55,166.73,2.19,3.83,19.13,0,1.09,8.2,18.04,0,7.11,1.64,0,2.73,0,6.01,1.64,0.55,0,0.55,1.64,1.64,0.55,0,0,0,0,3.83
