stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,36.78,0,12.26,0,0,0,0,4.09,44.95,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,10.7,0,0,0,0,0,0,0,0,0,0,2.14,74.89,0,3.21,0,0,1.07,0,6.42,9.63,0,0,2.14,0,0,3.21,0,0,0,0,0
21Day,0,0,0,53.54,1.34,1.34,0,0,0,0,1.34,0,1.34,0,9.37,144.56,1.34,13.39,0,0,1.34,0,5.35,4.02,1.34,0,2.68,4.02,0,1.34,1.34,1.34,0,0,0
3Month,0,0.64,0,36.47,0.32,0,0,1.6,1.6,0,6.4,0.64,0,3.2,2.88,3.52,1.28,1.92,1.6,0,1.6,1.28,0.64,0.32,0.64,0.32,0.32,1.28,7.68,0.32,0,0,0.96,0.96,1.92
22Month,0,1.09,1.64,16.95,0,0,0.55,1.09,3.83,0.55,27.88,2.73,1.64,5.47,1.09,3.83,6.56,5.47,0,3.28,0,0,0.55,0.55,0.55,1.09,0.55,0,2.73,0,0,0,0,0,1.64
