stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,12.26,93.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,3.21,0,0,0,93.07,0,0,0,0,0,0,25.67,19.26,0,0,0,0,0,1.07,2.14,0,3.21,0,2.14,1.07,0,0,0,0,0,0,0,0
21Day,1.34,0,1.34,261.01,0,9.37,0,2.68,0,131.18,0,5.35,104.41,8.03,0,6.69,325.26,192.75,6.69,0,0,0,0,13.39,4.02,0,0,0,5.35,9.37,0,0,0,0,2.68,0,0,40.16
3Month,2.56,6.72,2.56,177.89,0,0,13.76,0.96,11.52,2400.9,0.32,95.66,3555.28,2.88,36.15,9.28,33.59,118.06,25.92,6.08,0.32,11.84,6.4,6.72,2.24,4.8,4.8,0,2.88,18.24,16.64,10.88,1.28,0.64,0,17.6,23.68,93.43
22Month,2.73,15.85,3.83,138.85,1.64,0,33.35,1.09,13.12,9233.54,20.23,195.7,1510.41,8.75,22.41,3.83,9.84,294.1,20.77,0.55,7.65,2.73,0.55,6.56,2.19,6.01,2.73,15.31,0.55,6.01,0.55,0.55,13.67,14.76,0,2.19,0,178.21
