stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,2.14,0,0,0,0,0,0,0,0,0,0,1.07,0,1.07,3.21,0,2.14,0,0,5.35,13.91,0,0,0,0,0,0,0,1.07,0,0,0,0,0
21Day,0,0,0,2.68,0,0,0,0,0,0,0,0,33.46,0,0,0,0,0,0,8.03,0,0,0,0,6.69,8.03,0,0,0,2.68,2.68,0,0,1.34,0,0,0,0,0
3Month,7.04,18.24,85.11,249.24,1.28,0,54.71,2.24,0.96,38.71,61.75,4.16,26390.06,93.11,7.04,294.99,62.07,81.59,51.19,102.7,20.16,28.16,51.83,41.27,14.72,2.56,17.6,24.64,0,5.12,329.23,0.64,47.99,6.72,0.64,0.96,43.51,27.52,60.47
22Month,13.67,47.01,47.01,137.21,0.55,0,138.85,3.83,1.64,38.27,105.5,20.77,49297.86,47.01,15.31,188.05,11.48,16.95,121.36,148.69,4.37,589.29,42.09,0.55,10.39,0.55,15.31,54.12,19.68,5.47,61.23,0,24.05,14.21,9.29,0.55,8.75,0,77.62
