stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,151.2,0,4.09,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,4.09,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,21.4,3.21,0,40.65,3.21,6089.25,0,1.07,0,0,0,0,0,1.07,0,7.49,48.14,3.21,33.16,1.07,0,220.38,66.33,1.07,2.14,0,18.19,1.07,0,16.05,0,1.07,3.21,0,0,0
21Day,262.35,18.74,24.09,456.44,26.77,66173.06,0,973.11,9.37,12.05,1.34,70.94,54.88,164.64,95.04,174.01,535.41,380.14,638.48,0,152.59,1131.06,236.92,8.03,20.08,0,234.24,2243.38,5.35,124.48,140.55,469.83,28.11,0,0,131.18
3Month,0.32,0.64,0.64,2.56,0,0,2.24,0.32,0.96,0.64,0,4.8,1.6,0,39.67,0,0,0,17.28,0,0.64,0,0,0,0,0,0,0,3.52,0,0,0,0,0.64,1.28,0
22Month,0,0.55,1.64,0.55,0,0,8.2,0,1.09,0.55,0,8.75,0.55,0,52.48,0,0,1.64,18.04,1.09,0.55,0,0.55,0,0.55,0.55,0,0,2.19,0,0,0,0,0,0,0
