stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,1.07,0,0,0,4.28,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.34,0,5.35,8.03,4.02,0,0,0,0,0,25.43,0,1.34,62.91,0,1.34,0,10.71,0,0,2.68,0,6.69,5.35,0,1.34,0,2.68,2.68,0,0,1.34,1.34,0,0,4.02
3Month,0.96,5.44,12.48,44.79,0,5.44,1.28,40.95,14.4,0.64,2165.74,16.64,1.92,791.55,4.8,12.16,12.48,13.76,3.52,5.44,9.6,5.44,1.6,0.96,9.6,2.88,0,0.96,35.19,16.96,0.32,0,0,2.88,7.04,12.16
22Month,0.55,3.83,10.39,13.67,0,4.37,0,43.73,9.84,4.37,1671.12,2.19,2.73,1079.1,1.64,2.73,6.01,10.39,0,28.43,0.55,0.55,0,0.55,16.95,2.73,1.64,1.09,2.73,12.57,2.73,0,0,0,0,3.28
