stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,12.26,179.8,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,3.21,3.21,0,10.7,0,0,41.72,24.61,0,0,10.7,0,0,3.21,5.35,0,1.07,0,0,0
21Day,0,0,0,4.02,0,2.68,0,0,0,0,0,0,0,1.34,0,0,1.34,0,37.48,0,5.35,21.42,16.06,1.34,1.34,5.35,2.68,2.68,8.03,8.03,2.68,2.68,0,0,0
3Month,0,0.96,0,10.56,0.32,0,0.32,0.32,3.52,1.6,0,5.12,1.6,0.32,1.6,1.28,4.48,1.92,20.48,4.48,1.28,0.96,0,2.88,0,0.32,0,8,0,0,0.32,0,1.28,2.24,1.6
22Month,0,2.73,0.55,8.2,0,0,0.55,0.55,1.09,1.09,1.64,22.96,1.09,0.55,4.92,0,3.28,1.09,28.97,1.09,1.09,1.09,0.55,3.83,0,0.55,0,1.09,2.73,1.64,0,0,0,0,0.55
