stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,4.09,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.28,0,0,0,0,0,0,0,0,0,0,1.07,83.44,0,1.07,3.21,0,0,0,5.35,9.63,4.28,2.14,0,2.14,0,0,0,0,0,0,1.07,0,0,0
21Day,1.34,1.34,58.9,10.71,6.69,0,0,0,2.68,0,0,2.68,0,2.68,219.52,2.68,2.68,0,9.37,0,1.34,2.68,5.35,20.08,8.03,14.72,1.34,2.68,9.37,0,0,0,1.34,4.02,2.68,0,0,5.35
3Month,0.32,1.28,87.03,149.1,0,6.4,0.96,0.32,200.61,12.16,0,67.19,17.28,0.64,1689.33,103.34,13.44,9.6,14.08,3.84,0,167.33,178.21,1.92,0,45.75,2.88,0.96,9.92,0.32,10.88,0.32,0,0,0,5.76,7.36,11.52
22Month,0.55,2.19,86.37,97.3,0,2.19,0,0,133.38,10.93,6.56,80.9,4.92,1.09,1612.63,25.15,0,5.47,9.84,0.55,2.73,90.74,20.23,0,0.55,38.81,0.55,1.09,4.37,0,6.56,1.09,2.19,0,0.55,0,0,5.47
