stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,53.12,32.69,0,138.94,8.17,0,0,0,4.09,0,4.09,4.09,0,0,0,8.17,28.6,44.95,179.8,0,0,0,171.63,6991.84,16.35,0,57.21,0,0,0,0,0,8.17,0,0,0
72hpf,66.33,11.77,0,42.79,6.42,58.84,3.21,0,1.07,0,0,0,0,2.14,0,22.47,77.02,9.63,99.49,4.28,3.21,1.07,4691.03,1788.69,8.56,33.16,132.65,16.05,0,502.8,1.07,4.28,16.05,0,0,0
21Day,12.05,2.68,0,52.2,2.68,4.02,1.34,0,0,0,0,1.34,1.34,8.03,1.34,6.69,17.4,2.68,73.62,0,8.03,0,176.69,174.01,2.68,4.02,18.74,14.72,2.68,99.05,2.68,12.05,5.35,0,0,2.68
3Month,0,0.96,0.32,13.12,0,0,0,0,0.32,0,0,3.52,1.6,0.96,2.88,0.64,0.32,0.32,3.84,0,0.32,0.32,1.6,0.64,4.48,0.96,0.64,1.6,28.48,0,0,0,0,0.32,3.2,1.28
22Month,0,2.73,0.55,38.81,0,0,0,0.55,2.73,6.56,0,23.51,1.64,1.09,5.47,0,0,6.56,2.73,1.64,1.09,0,1.09,0.55,3.83,1.64,0,2.19,22.41,0.55,0,0,0,0,0.55,2.19
