stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,49.04,57.21,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,3.21,0,3.21,0,0,0,0,0,0,0,1.07,0,2.14,7.49,2.14,10.7,0,2.14,1.07,0,676.11,37.44,7.49,1.07,6.42,0,0,5.35,0,0,0,0,0
21Day,10.71,2.68,1.34,6.69,1.34,9.37,0,1.34,0,0,0,2.68,1.34,0,5.35,0,5.35,0,8.03,0,0,0,0,394.87,13.39,9.37,1.34,8.03,5.35,0,2.68,2.68,1.34,0,0,0
3Month,0.32,0.32,0.64,3.84,0,0,0.32,0.64,1.28,0,0,17.6,1.28,0.32,2.88,0,0.64,1.92,2.56,0.64,0,0.64,2.56,4.8,0,10.56,0.64,0.32,0.96,10.56,0.64,0,0,0.64,11.84,0.32
22Month,0,1.09,0.55,3.28,0,0,0.55,3.28,2.73,1.64,0,53.57,2.19,0.55,2.73,0,0.55,3.83,1.64,0,1.09,1.09,0,3.28,0,10.93,0,0,0.55,6.01,0,0,0,0,0,0.55
