stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,1.07,4.28,0,0,0,0,0,0,0,0,3.21,0,0,2.14,3.21,2.14,0,0,0,0,7.49,1.07,0,0,0,1.07,0,0,0,0,0,0,0
21Day,4.02,0,0,89.68,1.34,24.09,0,8.03,0,1.34,1.34,0,5.35,0,26.77,5.35,13.39,34.8,21.42,34.8,0,1.34,4.02,0,29.45,12.05,0,0,13.39,5.35,2.68,1.34,0,2.68,0,0,13.39
3Month,0.32,8.96,7.68,234.52,0.32,0,3.2,3.84,0.32,57.27,41.59,0,154.86,44.79,10.24,178.53,17.92,40.31,86.07,24,2.56,0.32,39.03,18.56,8,1.28,11.2,1.6,0.96,5.44,22.08,0.64,0.32,0,17.6,18.24,122.86
22Month,1.64,26.79,9.84,98.94,0,0,3.83,3.28,0,34.44,111.52,26.79,317.06,37.72,31.71,192.97,7.65,20.77,174.93,45.92,0.55,7.65,25.15,1.64,4.37,1.09,9.84,1.09,1.64,2.19,26.79,2.73,0,0,8.75,0,62.87
