stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,11.77,0,1185.33,0,12.84,0,0,0,0,0,0,0,0,7.49,2.14,4.28,0,0,0,0,29.95,8.56,0,1.07,6.42,0,0,0,1.07,0,0,0,0
21Day,10.71,0,0,13.39,1.34,1867.25,0,475.18,1.34,0,0,2.68,2.68,9.37,2.68,1.34,12.05,5.35,24.09,0,0,1.34,0,30.79,4.02,0,4.02,9.37,34.8,0,5.35,2.68,17.4,0,0,1.34
3Month,0,1.28,0.32,4.48,0,0,64.63,37.43,2.56,1.28,0,6.72,2.56,0.64,4.48,0.32,1.6,4.8,1.28,0,0,0.64,0.64,0.32,0,0.32,2.24,0,0.32,1.6,0,0,0,0,1.92,5.44
22Month,0,5.47,0,7.11,0,0,101.13,40.45,1.09,15.31,0.55,33.89,5.47,2.73,1.64,0,1.09,11.48,8.75,0.55,4.37,1.64,0,4.37,0,1.64,32.8,1.09,2.73,2.19,1.09,0.55,0,0.55,0,2.19
