stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,384.12,359.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,40.65,5.35,0,20.33,24.61,29.95,0,1.07,0,0,0,0,1.07,0,8.56,57.77,4.28,56.7,0,1.07,1.07,0,5513.7,193.63,2.14,64.19,0,71.68,0,0,33.16,4.28,3.21,4.28,0,0,0
21Day,13.39,1.34,0,28.11,12.05,28.11,0,1.34,0,0,0,0,14.72,5.35,2.68,21.42,5.35,18.74,1.34,0,4.02,1.34,1274.28,52.2,0,16.06,0,16.06,34.8,1.34,12.05,2.68,4.02,4.02,0,0,4.02
3Month,0.32,0.64,0.32,4.48,1.28,0,0.32,0,1.28,1.28,12.16,2.24,0.96,3.2,0.64,0.96,2.56,2.88,0.32,0,1.28,0.96,52.47,1.92,5.76,1.6,0,0,1.28,95.02,0.32,0,0,0,1.28,47.99,1.92
22Month,0.55,2.73,0,1.64,1.64,0,0,0.55,0,3.28,26.24,0.55,1.09,1.64,0.55,0,2.19,2.73,0.55,0.55,0,0,25.69,1.09,3.28,2.73,0.55,0,1.09,85.28,1.09,1.09,0,0,0,0,1.09
