stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,12.26,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,44.95,0,0,0,4.09,241.1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,4.28,0,19.26,2.14,1.07,0,2.14,0,0,0,0,0,0,1.07,0,0,13.91,3.21,19.26,0,0,2.14,66.33,88.79,0,0,0,7.49,0,0,19.26,0,0,1.07,0,0,0
21Day,1.34,2.68,0,42.83,1.34,2.68,0,1.34,0,0,0,0,0,0,4.02,0,5.35,8.03,17.4,29.45,1.34,0,1.34,21.42,40.16,0,1.34,0,0,2.68,0,1.34,0,1.34,0,0,0,1.34
3Month,0,4.48,0,9.6,0,0,0,0.64,0,2.24,4.8,0,1.6,0.96,1.92,0.32,0.32,3.52,7.04,4.48,0.64,0,1.28,0.32,0.96,0.32,0.32,0,0,0.64,1.28,0,0,0,0,2.56,1.6,0.96
22Month,0,11.48,1.09,16.95,1.64,0,0.55,1.09,0.55,6.56,22.96,6.56,21.87,3.28,1.09,2.73,0,3.28,15.31,6.01,0.55,0.55,0,0.55,0.55,0,0,1.09,0,1.09,1.09,0.55,0.55,0,1.09,0,0,2.73
