stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,20.43,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,144.42,2.14,29.95,5.35,14.98,0,2.14,0,0,0,0,0,0,0,0,0,62.05,106.98,1.07,270.66,0,4.28,57.77,0,49.21,47.07,0,0,0,40.65,1.07,0,18.19,0,0,5.35,0,0,0
21Day,85.67,1.34,65.59,6.69,17.4,0,1.34,0,0,0,0,0,5.35,0,2.68,0,0,29.45,2.68,551.48,0,0,140.55,0,24.09,24.09,0,1.34,0,17.4,13.39,1.34,0,2.68,6.69,5.35,0,0,0
3Month,7.36,1.92,52.15,0,0,0.96,0.32,2.56,2.56,7.04,1.92,0,16.64,7.68,0.96,7.04,1.28,6.4,5.76,265.56,25.92,0,8,0.64,1.28,0.64,0.64,0.64,0,2.56,1.92,98.86,1.6,0,0,0.64,38.07,10.56,4.16
22Month,25.15,3.28,118.62,1.09,0,0.55,0.55,1.09,2.19,10.39,35.53,0,53.57,4.37,2.19,13.67,2.19,2.73,10.93,107.69,8.2,2.19,19.13,0,0.55,3.28,0.55,1.64,0.55,0,0.55,21.87,2.19,0,0,1.09,10.93,0,1.09
