stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,4.09,0,77.64,28.6,0,0,0,0,0,16.35,0,0,0,0,8.17,0,8.17,102.16,0,0,0,0,155.28,1949.21,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,127.31,20.33,1.07,73.82,60.98,163.68,0,0,0,1.07,0,1.07,0,2.14,1.07,29.95,239.63,35.3,157.26,0,4.28,7.49,2.14,1945.95,22152.17,7.49,5.35,301.68,2.14,0,148.7,8.56,4.28,65.26,0,0,0
21Day,40.16,1.34,2.68,156.61,6.69,81.65,0,14.72,0,1.34,0,6.69,4.02,14.72,17.4,8.03,34.8,18.74,62.91,0,0,87,1.34,286.45,4138.74,1.34,5.35,37.48,58.9,0,45.51,24.09,25.43,6.69,0,0,17.4
3Month,0,0.32,1.28,44.47,0,0,0.32,0,1.28,1.92,0,6.4,1.28,0,4.16,2.56,3.2,1.92,2.88,0.96,0,111.34,0.32,4.16,46.71,0.32,0.32,0,0.96,1.6,0.32,0,0,0,1.28,0.32,0.96
22Month,0,1.09,0.55,26.79,0,0,0,0,0.55,1.09,0,9.29,1.64,0,1.64,0,0.55,1.09,1.09,0,1.09,67.24,0,1.64,6.56,0,0,1.09,1.64,3.28,1.09,0,0,0,0,0,0.55
