stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,923.53,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,16.35,0,0,0,4.09,143.02,0,0,0,0,0,0,0,0,0,0,0
72hpf,177.59,21.4,0,42127.31,26.74,343.4,0,1.07,0,0,0,1.07,0,5.35,2.14,32.09,1220.63,20.33,211.82,9.63,7.49,7.49,1292.31,649.36,2.14,8.56,375.5,4.28,0,90.93,7.49,7.49,9.63,0,1.07
21Day,62.91,16.06,14.72,11745.63,9.37,136.53,0,25.43,5.35,18.74,1.34,41.49,5.35,60.23,17.4,14.72,199.44,38.82,302.51,1.34,34.8,0,275.74,151.25,8.03,6.69,165.98,397.54,4.02,33.46,12.05,38.82,8.03,0,37.48
3Month,0,0.32,0,1.28,0,0,0,0,0,0.32,0,0,0,0,0.32,0,0.32,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3.84,0.32
22Month,0,0,0,1.09,0,0,0.55,0,0,4.37,0,3.28,0.55,0,0,0,0,0,0.55,0,0,0,0,0,0.55,0,0,0,3.28,0,0,0,0,0,0.55
