stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,0,32.69,8.17,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,0,24.61,2.14,0,0,1.07,0,3.21,0,0,0,1.07,0,4.28,23.54,26.74,10.7,0,2.14,0,0,43.86,5.35,0,0,9.63,1.07,0,0,2.14,1.07,1.07,0,0,0
21Day,4.02,5.35,0,61.57,1.34,5.35,0,4.02,1.34,8.03,0,1.34,9.37,34.8,0,8.03,36.14,76.3,21.42,0,0,2.68,0,17.4,6.69,1.34,0,8.03,1.34,0,0,1.34,1.34,0,0,0,37.48
3Month,0,2.24,0.32,49.27,0.64,0,0,0,4.16,49.91,0,29.76,50.55,2.24,14.08,3.84,31.36,40.95,15.36,5.44,0.64,2.88,2.24,0.32,0,2.56,0.96,0.32,4.16,0.32,2.88,0,0,0.32,4.48,1.92,55.35
22Month,0,12.03,4.92,37.17,0,0,3.28,0,7.65,77.08,20.77,121.36,28.97,8.2,24.6,2.73,15.31,104.96,23.51,0.55,4.92,3.28,1.64,0.55,0.55,3.83,0.55,0,1.64,0,0.55,6.01,0,0.55,0,0,28.43
