stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,20.43,4.09,8.17,0,0,0,0,0,0,0,0,0,0,4.09,20.43,0,0,0,0,16.35,273.79,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,6.42,0,1.07,0,0,0,0,0,0,0,0,2.14,6.42,0,17.12,0,0,0,0,73.82,43.86,0,0,9.63,0,0,8.56,0,1.07,3.21,0,0,0
21Day,17.4,2.68,0,18.74,2.68,5.35,0,0,0,0,0,1.34,4.02,0,10.71,6.69,0,29.45,0,0,6.69,0,32.12,25.43,0,0,8.03,5.35,0,6.69,2.68,1.34,0,0,0,2.68
3Month,0.32,0.64,0,10.24,0.64,0,0,2.24,0.96,0,18.88,1.92,0.32,0.32,1.6,2.24,1.28,2.56,0.64,0,0.64,0.64,0.32,0,2.88,0.96,0,0.64,3.84,0,0,0,0,1.6,2.24,1.28
22Month,0,2.19,0.55,7.65,0,0,1.09,1.64,3.28,3.28,37.72,1.64,1.64,5.47,1.09,1.09,3.28,2.73,0,2.73,0.55,0,0,1.09,4.92,1.09,0,0.55,1.64,2.19,0,0,0,0.55,0,0
