stage,Cardiomyocyte,Mesenchymal_cell,Neural_progenitor_cell,Osteoblast,Retinal_cell
24hpf,16.35,24.52,4.09,0,0
72hpf,1.07,0,0,1.07,1.07
21Day,2.68,4.02,1.34,0,0
