stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,36.78,0,0,0,0,0,0,0,0,0,4.09,4.09,49.04,28.6,0,0,0,0,0,147.11,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,6.42,5.35,0,36.37,4.28,0,0,0,0,0,0,0,0,2.14,27.81,3.21,48.14,0,3.21,0,0,13.91,14.98,0,0,0,36.37,0,0,7.49,0,0,2.14,0,0,0
21Day,8.03,2.68,1.34,65.59,2.68,5.35,0,0,0,1.34,0,5.35,2.68,1.34,29.45,13.39,30.79,0,0,5.35,0,9.37,6.69,0,1.34,0,9.37,1.34,0,0,0,1.34,0,1.34,0,5.35
3Month,0.32,0.32,0.32,23.36,0,0,0.96,7.04,0,15.04,3.2,0.96,2.56,0.96,11.52,5.12,6.08,4.8,0,1.28,0.96,0,0.32,0.96,0,0,0,0.64,1.6,0,0,0,0.32,3.84,0.32,4.8
22Month,0,10.39,1.09,23.51,0,0,0.55,6.56,5.47,42.64,1.09,1.64,6.01,1.09,3.83,8.75,15.31,0.55,3.28,2.19,0,0,0,0.55,0,0.55,0,0,0,1.09,0.55,0,0,2.19,0,0.55
