stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,16.35,0,0,0,0,0,0,0,4.09,0,0,0,0,0,28.6,8.17,98.07,0,0,0,4.09,8.17,445.42,0,0,0,24.52,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,9.63,1.07,0,0,0,0,0,0,0,0,0,1.07,0,7.49,14.98,0,22.47,0,2.14,2.14,0,44.93,102.7,2.14,1.07,0,12.84,2.14,0,4.28,0,1.07,2.14,0,0,0
21Day,2.68,1.34,0,10.71,0,34.8,0,24.09,5.35,1.34,0,0,0,0,13.39,0,1.34,6.69,2.68,53.54,0,0,1.34,0,9.37,46.85,1.34,0,0,16.06,2.68,1.34,8.03,0,1.34,0,0,0,1.34
3Month,0.96,1.92,0.64,47.35,0.32,0,1.92,0.96,13.12,12.48,0,0,24.64,6.4,4.16,9.92,3.84,19.2,12.48,13.76,1.92,0,2.24,2.88,2.56,1.28,1.6,0.96,0,0.96,1.92,147.82,0.64,0,0,0.32,9.6,76.47,12.16
22Month,0,6.01,3.28,24.05,0,0,4.92,2.73,3.83,13.12,2.73,0,79.26,5.47,9.29,13.12,1.09,2.19,22.96,16.95,0,3.83,3.28,0,1.09,0.55,2.19,2.19,2.19,0.55,1.09,32.25,0.55,1.09,0,0,0.55,0.55,3.83
