stage,Cardiomyocyte,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Radial_glia
24hpf,0,12.26,0,36.78,0
72hpf,1.07,1.07,4.28,0,3.21
21Day,2.68,1.34,4.02,1.34,0
