stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,24.52,0,0,0,0,4.09,0,0,0
72hpf,0,1.07,0,4.28,1.07,2.14,0,0,0,0,0,0,0,0,0,0,3.21,0,1.07,0,0,0,0,6.42,1.07,0,1.07,0,0,0,0,0,0
21Day,0,1.34,0,4.02,0,0,0,0,0,1.34,0,0,0,0,0,0,4.02,0,6.69,0,0,1.34,0,4.02,1.34,0,4.02,1.34,0,0,0,0,0
3Month,0,1.92,0.32,12.8,0,0,0.32,0.32,2.24,16.96,0.32,37.11,5.44,0.32,5.76,1.92,7.36,15.04,3.52,0.32,0.32,1.28,1.92,0,0,0.32,0,1.28,3.52,0,2.24,9.6,0.96
22Month,0.55,0.55,0,2.73,0.55,0,0.55,0,0,34.44,2.73,34.99,8.75,1.64,1.64,0.55,1.09,14.21,4.37,0,1.09,0.55,0.55,1.64,0,0.55,1.09,0,1.09,0,0,0,0
