stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,2.14,1.07,1.07,0,0,0,0,0,0,0,0,2.14,0,6.42,6.42,1.07,4.28,0,0,0,0,6.42,8.56,1.07,0,0,2.14,0,0,1.07,1.07,0,0,0,0,0
21Day,5.35,1.34,5.35,70.94,0,6.69,0,8.03,0,0,2.68,0,5.35,2.68,40.16,2.68,5.35,37.48,10.71,36.14,0,0,4.02,1.34,10.71,4.02,1.34,1.34,0,16.06,5.35,0,1.34,2.68,0,0,0,0,33.46
3Month,0.96,5.76,3.2,120.3,0,0,1.28,3.84,0,24.96,22.72,0.32,142.38,36.15,5.76,103.02,9.6,15.04,48.95,15.04,2.24,0.32,10.24,6.08,2.88,0.64,4.8,0.96,0,0.32,2.88,0.64,29.12,0.64,0,0.32,12.48,20.48,59.83
22Month,0,17.49,12.03,85.82,1.09,0,2.19,4.92,0.55,20.23,53.03,28.97,321.98,31.71,22.41,166.73,4.37,11.48,69.43,33.35,1.09,4.92,12.03,0.55,4.37,1.09,5.47,1.64,3.28,1.64,1.09,0,29.52,2.73,1.09,0,4.37,0,53.57
