stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,44.95,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,20.43,89.9,53.12,0,0,0,0,12.26,314.65,0,0,0,16.35,0,0,0,0,0,0,0
72hpf,2.14,3.21,0,27.81,1.07,8.56,0,3.21,0,2.14,0,0,0,0,1.07,0,13.91,54.56,4.28,14.98,0,2.14,1.07,0,39.58,51.35,0,1.07,0,13.91,0,0,8.56,0,0,0,0
21Day,10.71,1.34,0,60.23,0,26.77,0,9.37,1.34,2.68,0,0,2.68,1.34,13.39,0,4.02,29.45,6.69,18.74,0,1.34,1.34,1.34,17.4,22.76,2.68,5.35,0,9.37,9.37,1.34,5.35,0,0,0,12.05
3Month,0.32,4.48,1.92,79.35,0,0,1.92,0.96,9.28,16.32,0.32,0,63.67,8.64,3.84,19.84,4.8,33.91,22.72,18.24,6.72,0.32,7.36,2.88,1.28,0,2.56,1.6,0,0,2.56,48.95,1.6,0,5.12,60.47,22.72
22Month,0.55,3.83,3.28,24.6,0,0,2.73,1.09,4.37,30.61,8.2,0,80.36,7.65,5.47,29.52,4.37,5.47,28.97,9.29,0.55,2.73,5.47,0,0.55,0,3.83,1.09,0.55,0.55,1.09,7.65,1.09,0.55,0.55,0,8.2
