stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,2.14,0,2.14,0,0,0,0,0,0,0,0,0,0,3.21,4.28,1.07,1.07,0,0,0,0,0,3.21,0,1.07,3.21,0,0,0,2.14,0,0,0,0,0
21Day,1.34,0,0,6.69,1.34,12.05,0,5.35,0,0,0,0,0,0,5.35,1.34,0,4.02,0,8.03,0,0,1.34,0,5.35,1.34,1.34,0,1.34,4.02,0,0,0,0,0,0,0,0
3Month,0.32,9.6,3.84,89.27,0.64,0,4.16,1.6,0.64,22.08,40.63,0,248.92,59.51,3.52,57.91,8.32,39.67,62.39,36.15,11.2,0,5.12,15.36,2.88,0.64,7.04,1.92,2.88,5.76,0.32,7.04,1.28,0.32,1.92,9.6,4.48,41.59
22Month,1.09,7.65,1.09,15.85,0.55,0,2.19,0.55,0,5.47,63.41,7.11,264.58,21.87,7.65,33.89,1.64,2.73,43.73,12.03,1.09,1.09,1.09,1.09,0,0.55,2.73,1.09,1.09,1.09,0,6.01,1.64,1.09,1.09,0,0,9.29
