stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,69.47,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,3.21,1.07,7.49,0,0,0,0,0,0,0,0,0,3.21,10.7,1.07,21.4,0,0,0,0,802.34,89.86,0,2.14,0,13.91,1.07,0,33.16,4.28,1.07,2.14,0,0,0
21Day,2.68,1.34,1.34,10.71,1.34,16.06,0,4.02,1.34,0,0,1.34,1.34,0,0,0,5.35,1.34,33.46,0,0,18.74,1.34,435.02,60.23,0,1.34,0,12.05,13.39,1.34,119.13,9.37,8.03,1.34,1.34,0,1.34
3Month,0.64,1.92,1.28,14.4,0.32,0,0.32,0,2.56,3.52,0,21.76,5.76,0.32,6.72,2.24,3.84,2.88,24.32,1.92,0,52.47,2.24,49.27,6.72,9.92,0.96,0,0.32,2.56,352.9,13.76,0.32,0,1.28,1.6,434.81,2.24
22Month,0,1.09,1.09,7.11,0,0,1.09,0,1.64,6.56,3.83,68.88,2.73,0,6.56,1.64,0,3.83,11.48,0,1.64,24.05,0,78.17,8.2,5.47,0.55,2.19,0.55,2.73,92.38,27.88,0.55,0,0.55,0,0.55,2.73
