stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,1.07,5.35,0,1.07,0,0,0,0,2.14,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,1.34,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,12.05,0,0,1.34,0,1.34,1.34,0,0,0,12.05,0,1.34,0,0,0,0,0,1.34,0
3Month,0,0,0,0.32,0,0,0,0,0,0.64,0,0,0,0,0,0.32,0,0.32,0.96,0,0,0,0,0,0,0,0.32,0,0,0,2.88,0,0,0,0,0,0.32,0.32
22Month,686.05,348.22,249.82,440.06,41.55,728.69,13.12,4.92,145.41,303.39,195.16,3390012.13,164,65.6,527.52,80.9,63.41,290.27,414.91,6.56,2887.98,676.76,13.67,150.33,5.47,63.41,355.33,4811.11,12.57,234.51,39.36,37.72,3215.97,59.04,1.64,13.67,0.55,56.85
