stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,0,0,0,2.14,8.56,0,0,0,0,0,0,0,0,0
21Day,331.96,60.23,50.86,974.45,32.12,599.66,0,131.18,5.35,30.79,168.66,28.11,373.45,125.82,91.02,722.81,178.02,1045.39,0,1.34,120.47,5.35,1239.48,564.86,24.09,56.22,503.29,75022.1,0,2.68,111.1,70.94,350.7,49.53,5.35,0,169.99
3Month,0.32,2.24,0.32,17.92,0,0,0.64,0.32,6.4,9.92,33.59,12.48,0.32,11.84,3.52,8,8.32,6.72,1.92,0.64,4.48,1.28,0.96,0.64,0.64,0.96,0.32,3240.13,8.64,13.12,0,0.32,0,0,2.88,11.2,5.44
22Month,0,1.09,0,2.19,0,0,0,0,1.64,14.21,12.03,1.09,0,1.64,0,0.55,2.73,3.83,0.55,1.09,0.55,0,1.09,0,0,1.64,0,893.78,0,1.09,0.55,0,0,0,0.55,0,0.55
