stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,2.14,0,0,0,0,12.84,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,2.68,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,8.03,1.34,0,0,0,0,0,0,1.34,0,0,0,1.34,0,0,0
3Month,10.24,47.67,35.51,461.69,3.2,15.36,5.44,0.64,64.63,186.85,1.6,559.91,221.4,17.6,210.21,36.15,174.05,124.14,183.97,43.51,4.48,41.59,36.79,17.28,5.44,20.8,11.52,0,9.28,62.39,0.32,139.5,8,0.32,0.32,3.84,43.83,80.63,179.49
22Month,4.37,47.01,21.87,102.22,0.55,11.48,4.92,0,19.13,133.38,35.53,778.98,57.4,9.84,142.68,6.56,20.23,57.95,128.46,4.92,47.56,15.85,1.64,7.65,1.09,16.4,15.85,8.75,1.64,7.65,0,6.01,6.56,4.92,0,1.09,8.2,0,36.08
