stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,69.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,20.33,0,0,0,0,0,5.35,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,2.68,0,0,4.02,1.34,0,2.68,0,2.68,0,0,6.69,25.43,0,0,4.02,38.82,2.68,1.34,0,0,0,8.03,1.34,0,0,4.02,0,0,0,0,0,4.02,0,0,0,34.8
3Month,0.32,1.92,0.32,10.56,0,0.64,0.32,2.24,31.99,0,13.76,379.78,15.36,5.44,1.6,4.16,121.26,5.44,0.32,0,2.24,1.92,1.92,0,0.96,0.96,0.96,4.16,0.96,30.4,0.32,0.32,0,0.32,1.6,10.88,278.36
22Month,1.09,2.19,0.55,2.19,0,0.55,0,2.19,62.87,0.55,16.4,125.18,10.39,3.28,0,2.19,172.2,1.09,0,0.55,1.64,0,0.55,0,0,0.55,0,1.09,0,15.31,1.09,0.55,0,0,0,0,90.74
