stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,32.69,24.52,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,0,6.42,0,3.21,0,1.07,0,0,0,0,0,0,0,1.07,8.56,0,60.98,0,0,1.07,661.13,14.98,3.21,1.07,0,21.4,0,1.07,4.28,0,0,8.56,0,0,0
21Day,8.03,1.34,1.34,13.39,2.68,18.74,0,1.34,0,0,0,0,0,41.49,2.68,1.34,12.05,1.34,113.78,0,0,9.37,663.91,13.39,1.34,38.82,0,68.27,10.71,0,4.02,1.34,2.68,26.77,1.34,0,10.71
3Month,0,0.32,0,3.52,0,0,0,0.32,0.64,0.96,0,4.16,0.64,1.28,1.92,3.84,0.96,0.64,6.4,0.32,0,0.64,42.55,0,6.08,0.32,0,0,0.32,9.6,0.32,0,0,0.96,0.32,1.28,4.48
22Month,0,1.64,0,0.55,0,0,0.55,0,0,1.64,1.09,30.07,1.64,0,4.37,3.28,0,1.64,2.19,0,1.09,0.55,88.01,0,8.75,1.09,0.55,0,0,10.39,0,0,0,0,0,0,1.09
