stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,3.21,0,1.07,0,0,0,0,0,0,51.35,0,0,0,5.35,0,0,2.14,0,0,0,0,0,0,0,0
21Day,8.03,0,0,18.74,0,16.06,0,5.35,0,0,1.34,0,254.32,0,4.02,4.02,1.34,5.35,4.02,29.45,0,2.68,4.02,2.68,26.77,10.71,0,1.34,10.71,12.05,1.34,4.02,0,4.02,0,0,4.02
3Month,0.64,2.56,7.68,27.2,0.32,0,5.76,0.32,0.32,5.44,3.2,0.32,2596.07,8,0.32,32.95,5.12,8,7.36,11.84,1.28,4.8,7.04,2.88,1.28,0,1.92,3.2,0.96,33.91,4.8,1.28,0.32,0,4.48,4.8,10.88
22Month,0.55,2.19,1.64,7.65,0,0,6.01,0,0,1.09,8.2,1.09,1925.32,1.64,0.55,6.56,1.09,1.09,1.64,3.28,0,50.84,2.73,0,0,0,0.55,2.19,0.55,1.09,2.73,0.55,1.09,0,0,0,2.73
