stage,Endothelial_cell,Enterocyte,Epithelial_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Oligodendrocyte,Osteoblast,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,1.07,0,1.07,0,0,0,1.07,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.32,0.32,8.64,1.28,2.56,6.08,2.24,0.32,3.2,0.64,3.52,4.48,3.2,0.32,0,0.64,0,0.32,0.32,1.28,0.32,0.32,2.24
22Month,0.55,0,0,0,1.64,2.19,0,0,1.09,0,0.55,1.64,0.55,0,1.09,0,0,0,0,0,0,0,0.55
