stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,143.02,12.26,0,12.26,0,0,0,0,4.09,0,0,0,8.17,0,0,0,110.33,24.52,0,0,0,0,65.38,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,3.21,111.26,0,0,109.12,0,1.07,0,0,0,0,0,0,12.84,0,1.07,1.07,11.77,14.98,0,0,0,9.63,11.77,0,0,0,16.05,0,2.14,1.07,0,0,0,0,0,3.21
21Day,6.69,50.86,2.68,0,220.86,0,74.96,0,0,4.02,0,1.34,0,66.93,0,1.34,1.34,45.51,16.06,0,2.68,0,14.72,0,0,1.34,0,24.09,5.35,0,2.68,0,2.68,2.68,0,0,1.34
3Month,1.28,68.79,7.36,0.32,0,5.76,3.52,5.76,1.92,13.44,0.32,7.04,3.84,12.48,4.16,0.32,1.28,27.84,27.84,18.24,5.44,0.64,0.96,0,0.64,0.32,0,0.32,1.28,76.79,0.32,0,0,0.32,24.96,72.31,11.2
22Month,2.73,56.31,0.55,0,0,7.11,1.64,2.19,0,14.76,2.73,14.76,1.64,16.4,1.64,0.55,0,12.57,12.03,2.19,1.09,0,0.55,0.55,0.55,1.09,0.55,0,0,5.47,0,0.55,0,0,4.92,0,3.83
