stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,2.68,1.34,0,0,0,0,0,0,0,0,0,1.34,1.34,0,0,0,0,0,0,0,2.68,0,0,0,0,0,1.34,1.34,0,0,0,0,0,0
3Month,1.28,9.92,5.12,118.38,0,1.92,0,0.32,131.18,20.48,0.64,326.67,80.63,3.84,799.55,3.2,21.44,76.47,26.88,5.44,0.32,125.42,4.8,2.88,1.28,20.16,2.88,0,0.32,9.92,45.75,0.32,0,0,5.44,14.72,71.99
22Month,1.64,13.67,8.2,56.85,1.64,1.64,0.55,0,13.12,34.99,5.47,979.06,9.29,2.73,118.08,2.73,14.21,36.08,108.24,2.19,12.57,30.61,0,1.64,1.09,7.65,2.73,2.19,0.55,1.64,107.14,0.55,2.73,0.55,2.19,0.55,19.13
