stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,4.09,4.09,16.35,0,0,0,0,4.09,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,1.07,1.07,0,0,0,0,0,0,0,0,0,3.21,0,2.14,0,1.07,0,0,5.35,6.42,0,0,0,1.07,1.07,0,0,0,0,0,1.07,0,0,0
21Day,2.68,1.34,1.34,20.08,0,5.35,0,0,0,0,0,0,2.68,0,5.35,6.69,2.68,17.4,0,0,1.34,0,8.03,4.02,0,0,0,1.34,0,0,0,0,0,1.34,0,0,0,0
3Month,0.32,1.92,3.52,32.63,0.64,0,1.28,6.4,8.64,0,123.5,9.28,0,45.43,17.28,9.92,11.84,13.12,2.24,0.96,8.96,5.12,0.96,0,0.96,0.64,0,0.32,6.72,0.32,1.92,0.32,0,0,0.32,3.2,2.56,8
22Month,0,14.76,6.01,37.17,0,0,3.28,13.67,24.05,16.4,335.1,2.73,1.09,85.28,7.65,4.37,13.12,20.77,0.55,14.21,10.93,2.19,0.55,0.55,7.65,1.64,2.19,1.09,1.64,0,0.55,4.37,1.09,0,0.55,3.83,0,8.2
