stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,61.3,0,0,0,0,0,0,0,8.17,0,0,0,0,0,1315.82,4.09,20.43,0,0,0,4.09,0,85.81,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,42.79,5.35,0,143.35,3.21,28.88,0,1.07,0,1.07,0,0,0,0,0,1.07,11.77,6482.93,14.98,53.49,0,1.07,0,0,252.47,88.79,0,42.79,0,0,18.19,0,0,4.28,0,0,0
21Day,8.03,1.34,1.34,184.72,0,10.71,0,2.68,0,1.34,0,0,0,0,0,5.35,5.35,1987.72,2.68,20.08,0,0,1.34,0,18.74,4.02,0,9.37,10.71,0,0,8.03,18.74,0,0,0,0
3Month,0,0,0,479.6,0,0,0.32,0,0.96,1.92,2.24,0,9.92,2.24,0,2.88,6.08,6.4,5.12,3.2,0.32,0,0.96,0,0.96,0,0.64,0.64,1.6,7.04,0,0,0,0,0.32,3.52,3.52
22Month,0,1.09,0,39.36,0,0,0,0,0,2.73,2.73,0,12.57,0,0.55,0.55,0.55,0.55,1.64,1.64,0,0,2.19,0,0,0,0,0.55,0,3.28,0.55,0,0,0,0,0,0
