stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,0,4.28,2.14,0,3.21,0,0,0,10.7,41.72,38.51,0,0,4.28,0,0,5.35,0,0,0,0,0
21Day,2.68,2.68,16.06,12.05,1.34,0,0,0,0,0,0,2.68,0,4.02,159.29,2.68,6.69,0,14.72,0,0,2.68,10.71,16.06,14.72,0,2.68,8.03,4.02,0,2.68,1.34,1.34,0,0,4.02
3Month,1.28,0.96,5.76,24.96,0,2.24,0.32,0.32,13.44,6.08,8.96,91.83,10.24,0.32,1343.15,2.56,7.36,4.48,8.32,3.52,0.32,1.92,100.78,3.52,0,1.6,5.12,1.28,9.6,33.27,0,0,0,1.92,16.64,6.72
22Month,1.64,2.73,6.01,8.2,0,1.09,0,0,22.41,2.73,2.19,47.56,2.19,1.09,1294.48,1.09,2.19,2.19,3.28,0,4.37,0,3.83,0,0.55,3.28,62.87,1.09,1.09,10.39,0,0.55,0,0,0,2.73
