stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,4.28,4.28,0,1.07,0,0,0,0,2.14,2.14,0,0,0,0,0,1.07,0,0,0,0,0
21Day,0,0,2.68,4.02,0,1.34,0,1.34,0,1.34,1.34,0,0,0,2.68,0,0,6.69,2.68,4.02,0,0,0,0,1.34,2.68,0,0,1.34,1.34,0,0,0,1.34,0,0,4.02
3Month,0.32,2.56,8.64,22.72,0,0,0.96,0.64,0,17.6,9.28,0,11.84,6.72,1.28,222.36,0.64,1.6,10.24,3.52,1.6,0,0.32,2.56,0,0,2.88,0.96,0,0.96,3.84,0,0,0,1.92,2.24,16.32
22Month,0,4.92,13.12,13.67,0,0,0.55,0,0.55,15.85,7.65,1.09,80.9,2.73,1.64,219.21,0.55,1.09,10.39,1.64,0,1.09,0.55,0,0.55,0,1.64,0.55,0,0.55,1.09,0,0.55,0,0.55,0,1.64
