stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,32.69,0,49.04,4.09,4.09,0,0,0,0,0,4.09,0,0,0,0,4.09,4.09,16.35,106.25,0,0,0,0,32.69,784.59,0,0,20.43,0,0,0,0,0,4.09,0,0,0
72hpf,10.7,2.14,0,11.77,1.07,3.21,0,0,0,0,0,0,0,0,1.07,0,1.07,6.42,1.07,25.67,0,0,0,1.07,135.86,56.7,1.07,1.07,26.74,0,0,9.63,0,0,0,0,0,0
21Day,4.02,1.34,1.34,29.45,1.34,26.77,26.77,0,0,0,0,0,0,0,24.09,1.34,2.68,13.39,9.37,46.85,0,0,2.68,0,33.46,28.11,0,1.34,12.05,4.02,0,1.34,0,6.69,0,0,0,6.69
3Month,0,2.24,0.64,16.32,0.64,0,0.32,0,0.96,11.2,0,0,21.12,8,4.16,2.88,2.88,7.04,7.68,26.88,2.88,0,2.56,2.56,2.56,0.64,1.28,1.92,2.24,1.6,143.66,0.32,0.32,0,0,2.24,17.6,10.88
22Month,0,8.75,0.55,10.39,0.55,0,0,0.55,1.09,17.49,14.21,0,22.41,1.09,3.83,0.55,0.55,1.09,14.21,8.75,0,1.09,0.55,0,0,0.55,1.09,5.47,0.55,0.55,7.11,0.55,0,0,0,1.64,0,9.29
