stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,0,0,0,24.52,706.95,0,0,0,20.43,0,0,0,0,0,8.17,0,0,0
72hpf,9.63,2.14,0,7.49,0,10.7,0,0,0,0,0,0,0,0,1.07,3.21,4.28,3.21,13.91,0,1.07,0,0,972.44,106.98,3.21,2.14,0,25.67,0,0,14.98,7.49,5.35,2.14,0,0,0
21Day,4.02,1.34,0,14.72,0,10.71,0,0,0,1.34,0,1.34,0,1.34,2.68,0,6.69,2.68,34.8,0,0,2.68,0,327.94,37.48,0,1.34,0,8.03,6.69,1.34,5.35,5.35,17.4,1.34,0,0,1.34
3Month,0,0.96,0,9.92,0.32,0,0,0,0.64,1.92,0.32,9.28,2.88,0.64,5.76,0.64,3.52,1.92,30.72,6.08,0,12.48,1.28,54.07,2.88,7.04,2.88,0,0.64,0.96,123.82,0.64,0.32,0,0,0.96,8.96,1.28
22Month,0,2.19,0.55,4.92,0.55,0,0.55,0.55,0.55,3.28,3.28,51.39,1.64,1.09,2.73,0,0.55,4.37,33.89,0.55,1.09,7.11,0,48.11,1.09,5.47,1.64,1.09,0,0.55,24.6,1.64,7.65,0,0.55,0,0,1.64
