stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,9.63,0,1.07,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,2.14,0,2.14,4.28,0,0,0,5.35,0,0,2.14,1.07,0,0,0
21Day,1.34,8.03,0,1.34,0,0,0,0,0,0,0,0,0,0,1.34,1.34,1.34,0,56.22,0,0,0,0,5.35,5.35,0,1.34,0,14.72,1.34,0,2.68,0,0,0,1.34
3Month,0,196.77,1.28,20.16,0.64,0,1.6,0.64,1.6,18.24,1.92,21.76,5.44,2.24,4.16,3.2,6.08,3.84,220.45,125.42,0,0.64,4.16,1.28,0.96,1.28,2.88,0,10.88,1.6,63.03,0.32,0.32,7.36,7.36,3.84
22Month,0,244.35,1.09,12.57,0,0,2.73,2.19,0,12.57,7.65,65.05,4.37,3.28,6.01,1.09,2.73,4.37,189.14,6.01,0.55,3.83,0,1.09,0,0.55,0.55,0.55,7.11,2.19,12.03,1.09,0,3.83,0,2.19
