stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,4.09,175.72,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,4.28,0,0,3.21,1.07,0,0,0,0,0,0,0,0,1.07,0,1.07,7.49,0,4.28,0,0,0,0,46,41.72,0,1.07,0,5.35,2.14,0,2.14,0,2.14,0,0,0
21Day,0,0,0,4.02,1.34,0,0,0,0,0,0,1.34,0,1.34,0,0,2.68,0,13.39,0,0,1.34,0,10.71,5.35,0,0,0,2.68,0,53.54,1.34,0,0,0,9.37,0
3Month,2.24,15.04,6.08,111.98,0,4.48,1.6,1.6,37.11,36.15,0.96,191.33,78.07,0.96,75.83,14.4,49.59,45.43,48.31,8.32,0.32,15.36,29.44,14.4,2.24,16,9.6,0,3.2,70.07,9833,13.44,2.24,2.24,37.11,4401.54,26.24
22Month,0,0,0,6.01,0,0,0,0,1.64,1.64,1.09,34.99,0.55,0,4.37,0.55,0.55,4.37,2.19,0,2.73,0.55,0,1.09,0,1.64,1.09,10.39,0.55,0,430.76,1.09,1.64,0.55,0,15.85,0
