stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,151.2,0,0,0,4.09,0,0,0,0,0,0,8.17,32.69,0,4.09,0,0,0,0,44.95,57.21,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,37.44,8.56,0,59.91,13.91,52.42,0,3.21,0,0,0,0,1.07,0,21.4,226.8,7.49,57.77,0,3.21,1.07,2.14,6866.99,729.6,2.14,4.28,72.75,2.14,2.14,41.72,3.21,6.42,1.07,0,0,0
21Day,17.4,1.34,4.02,223.54,4.02,69.6,0,1.34,0,1.34,1.34,1.34,25.43,12.05,9.37,91.02,9.37,34.8,0,0,1.34,0,2280.86,104.41,6.69,6.69,18.74,57.56,5.35,6.69,12.05,20.08,2.68,0,1.34,8.03
3Month,0,0,0,161.89,0,0,0.64,0,0.64,2.24,7.68,4.16,0,2.88,1.6,70.71,0.32,2.56,0.32,0,0.32,0.32,0.32,0.32,0.96,0,0.64,0.96,4.8,0,0,0,0,6.72,3.84,1.92
22Month,0,1.09,0,59.04,0,0,0,0,1.09,0.55,12.03,0.55,0.55,2.19,0.55,11.48,1.64,1.64,0,0,0,0,1.64,0.55,0.55,0,0,0.55,12.57,0.55,0,0,0,0,0,0
