stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0
21Day,8.03,0,0,10.71,0,2.68,0,0,0,1.34,0,0,0,4.02,0,0,2.68,1.34,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0
3Month,0.32,0.96,0.96,50.55,0.32,0,1.6,0,1.28,3.2,0,102.7,4.16,0.64,70.71,0.32,4.48,6.4,3.2,0.64,0,1.6,0,0,0.96,0,0.32,2.56,2.88,0,0.32,0.32,3.84
22Month,1.09,3.83,2.19,12.03,0.55,0,1.64,1.64,2.19,12.03,1.09,110.42,6.56,1.64,87.46,0.55,2.19,10.39,10.39,0,3.28,0,0.55,0,0,0.55,0.55,0.55,4.92,1.09,0,0,3.83
