stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,93.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.16,0,0,0,12.26,114.42,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,24.61,18.19,0,44.93,7.49,4.28,0,0,0,0,0,0,0,0,0,65.26,39.58,0,236.42,0,6.42,14.98,99.49,142.28,0,2.14,155.12,8.56,0,20.33,0,0,7.49,0,0,0
21Day,9.37,6.69,0,109.76,0,8.03,0,0,0,0,0,4.02,0,0,2.68,8.03,44.17,0,231.57,0,0,65.59,24.09,46.85,2.68,5.35,20.08,10.71,0,8.03,5.35,1.34,1.34,0,0,0
3Month,1.6,0.64,0,22.08,0,0,0,0,0.32,0.64,0.32,2.24,1.6,0,1.28,1.28,4.48,0.64,12.8,4.16,0,5.76,0.96,0.32,1.92,0.32,0,0.96,2.24,0.96,0,0,0,1.6,0.32,0.32
22Month,9.29,42.09,3.28,96.76,3.28,0,0.55,1.09,5.47,5.47,8.2,44.83,2.19,0.55,7.65,1.09,13.67,1.09,243.26,8.2,0,80.9,1.64,2.73,0.55,1.09,2.73,0,6.56,48.11,1.64,0,1.09,1.64,0,1.64
